# file...... ./glm_output/meter_2.csv
# date...... Tue May  2 10:06:58 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,tn_meter_4br_279:measured_real_power,tn_meter_3br_309:measured_real_power,tn_meter_4br_292:measured_real_power,tn_meter_4br_248:measured_real_power,tn_meter_5br_293:measured_real_power,tn_meter_5br_350:measured_real_power,tn_meter_1br_217:measured_real_power,tn_meter_1br_122:measured_real_power,tn_meter_1br_30:measured_real_power,tn_meter_5br_245:measured_real_power,tn_meter_5br_199:measured_real_power,tn_meter_3br_107:measured_real_power,tn_meter_4br_108:measured_real_power,tn_meter_1br_281:measured_real_power,tn_meter_1br_3:measured_real_power,tn_meter_1br_55:measured_real_power,tn_meter_4br_54:measured_real_power,tn_meter_5br_170:measured_real_power,tn_meter_1br_46:measured_real_power,tn_meter_1br_184:measured_real_power,tn_meter_2br_213:measured_real_power,tn_meter_4br_37:measured_real_power,tn_meter_2br_13:measured_real_power,tn_meter_5br_115:measured_real_power,tn_meter_5br_166:measured_real_power
2021-12-25 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4490.65,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4490.08,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4487.84,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4485.46,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4484.47,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4484.61,+0,+0,+0,+0,+0,+0,+0,+0,+4482.2,+0,+0,+0,+0
2021-12-25 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4492.42,+0,+0,+0,+0,+0,+0,+0,+0,+4478.89,+0,+0,+0,+0
2021-12-25 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4494.06,+0,+0,+0,+0,+0,+0,+0,+0,+4478.39,+0,+0,+0,+0
2021-12-25 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4493.62,+0,+0,+0,+0,+0,+0,+0,+0,+4483.27,+0,+0,+0,+0
2021-12-25 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:16:00 UTC,+0,+0,+0,+0,+4491.99,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:17:00 UTC,+0,+0,+0,+0,+4487.5,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:18:00 UTC,+0,+0,+0,+0,+4492.36,+0,+0,+0,+0,+0,+0,+4492.36,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:19:00 UTC,+0,+0,+0,+0,+4497.55,+0,+0,+0,+0,+0,+0,+4497.55,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:20:00 UTC,+0,+0,+0,+0,+4494.72,+0,+0,+0,+0,+0,+0,+4494.72,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:21:00 UTC,+0,+0,+0,+0,+4492.75,+0,+0,+0,+0,+0,+0,+4492.75,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:22:00 UTC,+0,+0,+0,+0,+4496.53,+0,+0,+0,+0,+0,+0,+4496.53,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:23:00 UTC,+0,+0,+0,+0,+4492.83,+0,+0,+0,+0,+0,+0,+4492.83,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4498.98,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:25:00 UTC,+0,+4491.63,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4491.63,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:26:00 UTC,+0,+4494.98,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4494.34,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4493.58,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4478.26,+0,+4478.26,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4481.45,+0,+4481.45,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4474.67,+0,+4474.67,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:33:00 UTC,+0,+0,+4481.81,+0,+0,+0,+0,+0,+0,+0,+0,+4481.81,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:34:00 UTC,+0,+0,+4484.7,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4474.08,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4466.75,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4474.82,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4473.25,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4475.74,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:43:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:44:00 UTC,+0,+0,+0,+0,+0,+4476.64,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:45:00 UTC,+0,+0,+0,+0,+0,+4481.07,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:46:00 UTC,+0,+0,+0,+0,+0,+4479.2,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:47:00 UTC,+0,+0,+0,+0,+0,+4482.49,+0,+0,+0,+0,+0,+4480.05,+0,+4480.05,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:48:00 UTC,+0,+0,+0,+0,+0,+4486.18,+0,+0,+0,+0,+0,+4483.73,+0,+4483.73,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4492.87,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4491.79,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4488.29,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4490.18,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:57:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4488.26,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:58:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4489.44,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:59:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4487.57,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
